Country,Geographical,Income Group,Project name_WB,Project name_common,Sector,SubSector,Segment,Crossborder,Reason for delay,Investment Size,Project Banks,Delayed Extent,Updated Date,FC Year,FC Year reason,Status,Affected Stage,Type of PPP,URLs,Resumed,Resume URL,location,Latitude,Longitude
Russian Federation,Europe and Central Asia,Low income,Sheremetyevo Airport Terminal C Stage 2,Sheremetyevo Airport Terminal C2,Transport,Airports,Runway and terminal,No,Lower Demand Projection,,,,July,N/A,,delayed,N/A,Expansion,https://www.intellinews.com/index.php/moscow-s-sheremetyevo-airport-postpones-new-terminal-on-covid-19-187750/?source=russia,N/A,N/A,Exact Location,55.978835,37.411816
Serbia,Europe and Central Asia,Low income,Kolubara B Thermal Plant,N/A,Energy,Electricity,Electricity generation,No,Due to spread of COVID-19,,,,July,2019,https://serbia-energy.eu/the-construction-project-of-the-kolubara-b-tpp-serbia-on-hold-for-36-years-here-is-what-the-spatial-plan-development-study-envisages/,delayed,spatial plan public debate postponed,Brownfield,https://serbia-energy.eu/serbia-tpp-kolubara-b-spatial-plan-public-debate-postponed/,N/A,N/A,City,44.415151,20.218151
Gabon,Sub-Saharan Africa,High income,Transgabonaise Highway,N/A,Transport,Roads,Highway and tunnel,No,Coronavirus Pandemic,,,,July,2019,https://cemac-eco.finance/framework-for-transgabonaise-highway-outlined-project-to-commence-soon/,delayed,construction starting date delayed,Greenfield,https://www.worldhighways.com/wh10/news/gabon-highway-work-starting,Resumed,https://www.globalconstructionreview.com/news/gabon-begins-work-1bn-transgabonaise-motorway/,City,0.415975,9.466867
Vietnam,East Asia and Pacific,Low income,Duyen Hai-2 power station,Duyen Hai 2 Thermal Power Plant,Energy,Electricity,Electricity generation,No,foreign workers not allowed to enter due to Covid-19,,,,May,2017,https://ppi.worldbank.org/en/snapshots/project/Duyen-Hai-2-Thermal-Power-Plant-9304,delayed,N/A,Greenfield,baodauthau.vn/dau-tu/covid19-tac-dong-toi-tien-do-nhieu-du-an-dien-128323.html,N/A,N/A,City,10.381743,106.88299
Bangladesh,South Asia,High income,Ramu-Gundum (Myanmar) project,Bangladesh-Myanmar Railway Construction Project / Railway Track from Dohazari to Cox’s Bazar via Ramu and Ramu to Gundum near Myanmar,Transport,Railways,Local Passenger/Light rail,Yes,Non-availability of labourers due to Lockdown measure,,,,August,2016,https://railway.portal.gov.bd/sites/default/files/files/railway.portal.gov.bd/tenders/5e57d52f_642d_46c5_9340_ba027c7350a5/Signed%20tender%20notice%20CPTU%20format.pdf,delayed,construction,Greenfield,https://www.newagebd.net/article/112937/bangladesh-myanmar-railway-project-goes-slow,N/A,N/A,City,21.443361,92.099375
India,South Asia,High income,Indira Gandhi International Airport Expansion project,N/A,Transport,Airports,Runway and terminal,No,Non-availability of labourers due to Lockdown measure,,,,August,2019,https://www.business-standard.com/article/pti-stories/gmr-to-raise-usd-350-million-via-bonds-for-delhi-airport-119050700192_1.html,delayed,N/A,Brownfield,https://timesofindia.indiatimes.com/city/delhi/terminal-delay-covid-19-latest-of-setbacks-in-igis-expansion-plans/articleshow/77339324.cms,N/A,N/A,Exact Location,28.556049,77.099851
Turkey,Europe and Central Asia,Low income,Hunutlu thermal power plant,N/A,Energy,Electricity,Electricity generation,No,travel limit and shipping disruption,,,,April,2019,http://www.shanghaipower.com/power/conpanynews/201907/t20190730_34297.html,delayed,"There have been some voices in the West claiming Belt and Road Initiative (BRI) projects have been halted as they involve a high proportion of Chinese employees, (...) (but) no report has shown that any BRI project has been postponed due to Chinese employees contracting the coronavirus. ",Greenfield,https://www.globaltimes.cn/content/1184539.shtml,Resumed,http://www.chinadaily.com.cn/a/202008/11/WS5f324af4a31083481725fa16.html,City,37.072724,35.334773
India,South Asia,High income,100MW Solar power project at Tamil Nadu,N/A,Energy,Electricity,Electricity generation,No,travel limit and shipping disruption,,,,February,N/A,,delayed,construction,Greenfield,https://energy.economictimes.indiatimes.com/news/renewable/india-may-give-reprieve-to-solar-projects-delayed-by-coronavirus-fallout/74200647,N/A,N/A,City,8.825012,77.567439
Bangladesh,South Asia,High income,Khulna-Mongla railway project,N/A,Transport,Railways,Local Passenger/Light rail,No,"delays in land acquisition, change of consultant in the middle of work, repeated failure in piling, and base grounding alongside the pandemic and rains",,,,August,N/A,,delayed,construction,Greenfield,https://www.dhakatribune.com/bangladesh/nation/2020/08/13/covid-19-persistent-rainfall-continue-to-hinder-much-delayed-khulna-mongla-railway-project,N/A,N/A,City,22.868019,89.532488
Ghana,Sub-Saharan Africa,High income,Tema-Akosombo Railways,N/A,Transport,Railways,Local Passenger/Light rail,No,Non-availability of labourers due to Lockdown measure,,,,April,2017,https://www.tagmydeals.com/Deals/DealData/7352,delayed,delay in construction,Greenfield,https://www.projectstoday.com/News/Work-on-Tema-Akosombo-railway-project-70-percent-complete,Resumed,https://www.ghanaweb.com/GhanaHomePage/business/Tema-Akosombo-railway-project-progresses-despite-coronavirus-pandemic-1034311,City,5.733664,0.029206
Myanmar,East Asia and Pacific,Low income,Yangon Elevated Expressway,N/A,Transport,Roads,Local Passenger/Light rail,No,Tender Delayed,,,,May,N/A,,Delayed,delay in tender,Greenfield,https://thailand-construction.com/myanmars-yangon-elevated-expressway-project-delayed-for-two-months-due-to-covid-19/,N/A,N/A,City,16.953271,96.141689
Bosnia and Herzegovina,Europe and Central Asia,High income,Bihac Airport,N/A,Transport,Airports,Other,No,Gov't Budget Reallocation / Regulatory Changes,,,,August,N/A,,delayed,construction,Greenfield,http://www.sarajevotimes.com/166286-2/,N/A,N/A,Exact Location,44.810907,15.902483
Bosnia and Herzegovina,Europe and Central Asia,High income,Banja Luka-Prijedor motorway PPP,N/A,Transport,Roads,Highway and tunnel,No,N/A,,,,August,N/A,,delayed,delay in financial closure,Greenfield,https://ijglobal.com/articles/149170/bosnia-and-herzegovina-road-ppp-fc-delayed,N/A,N/A,City,44.776621,17.200671
Mexico,Latin America and the Caribbean,Low income,General Francisco Javier Mina International Airport (Tampico Airport),N/A,Transport,Airports,Other,No,stopped the investment plans for airports,,,,September,N/A,,delayed,investment delayed,brownfield,https://mexico-now.com/covid-19-stopped-investment-in-the-tampico-international-airport/,N/A,N/A,Exact Location,22.291539,-97.864768
Mongolia,East Asia and Pacific,Low income,Mongolia-China coal railway,Haoji Railway,Transport,Railways,Freight,Yes,travel limit and shipping disruption,,,,September,2016,https://www.bloomberg.com/news/articles/2016-02-23/mongolia-seeks-1-3-billion-from-china-to-complete-coal-railway,Delayed,delay in Commisioning,greenfield,http://www.sxcoal.com/news/4615926/info/en,N/A,N/A,City,43.660859,105.42386
Nigeria,Sub-Saharan Africa,Low income,Second Niger bridge,N/A,Transport,Roads,Other,No,travel limit and shipping disruption,,,,September,2018,https://punchng.com/2nd-niger-bridge-fg-investors-talks-collapse-govt-bears-n250bn-cost/,delayed,Delay in Construction,greenfield,https://www.sunnewsonline.com/2nd-niger-bridge-covid-19-disrupts-completion-date/,N/A,N/A,Exact Location,6.119681,6.755438
India,South Asia,High income,Mumbai Coastal Tunnel Work,N/A,Transport,Roads,Highway and tunnel,No,travel limit and shipping disruption,,,,September,2018,https://www.thehindu.com/news/cities/mumbai/coastal-road-contractors-finalised-at-high-rates/article25010651.ece,delayed,Delay in Construction,greenfield,https://www.universalpersonality.com/tensions-with-china-covid-hit-mumbai-coastal-tunnel-work-mumbai-news-times-of-india/,N/A,N/A,City,18.957138,72.798884
Nepal,South Asia,Low income,68km Jayanagar-Bardibas railway project,Jayanagar-Janakpur-Bardibas railway,Transport,Railways,Local Passenger/Light rail,Yes,travel limit and shipping disruption,,,,August,N/A,,delayed,Delay in Construction,greenfield,https://timesofindia.indiatimes.com/city/patna/covid-19-pandemic-brake-on-india-nepal-rly-project-work/articleshow/77708708.cms,N/A,N/A,City,26.986953,85.894995
India,South Asia,High income,Ahmedabad-Mumbai high-speed rail corridor,N/A,Transport,Railways,Local Passenger/Light rail,No,Tender Delayed,,,,September,N/A,,delayed,Delay in Tender,greenfield,https://thewire.in/government/ahmedabad-mumbai-bullet-train-project-may-face-five-year-delay,N/A,N/A,City,23.026785,72.600818
Myanmar,East Asia and Pacific,Low income,Dala bridge,Yangon-Dala bridge,Transport,Roads,Other,No,Non-availability of labourers due to Lockdown measure,,,,September,2020,http://myanmarcs.focuscoregroup.com/loan-approved-for-construction-of-yangon-dala-bridge/,delayed,Delay in Construction,greenfield,https://consult-myanmar.com/2020/09/18/dala-bridge-construction-suspended-over-covid-19-cases/,N/A,N/A,Exact Location,16.839768,96.206584
Nepal,South Asia,Low income,Solu corridor transmission line,N/A,Energy,Electricity,Electricity transmission,No,travel limit and shipping disruption,,,,September,N/A,,delayed,Delay in Construction,greenfield,https://kathmandupost.com/money/2020/09/14/solu-corridor-transmission-line-project-deadline-extended-for-the-fourth-time,Resumed,https://myrepublica.nagariknetwork.com/news/solu-corridor-transmission-line-project-to-resume-work/,City,27.444927,86.575018
